TxHash (Byte -> Big Int),Tx propose timestamp,Block propose timestamp,Tx finally commit timestamp,Relay1 Tx commit timestamp (not a relay tx -> nil),Relay2 Tx commit timestamp (not a relay tx -> nil),Broker1 Tx commit timestamp (not a broker tx -> nil),Broker2 Tx commit timestamp (not a broker tx -> nil),Confirmed latency of this tx (ms)
25756664415193081482079265866080203409030307326682531162633788035745127931918,1753969754919,1753969777631,1753969807897,1753969777759,1753969807897,,,52977
107630745182106600568431691020750425785446072839475803652730383457390779254285,1753969760049,1753969783530,1753969783596,,,,,23547
89354655831263930225434514807541432537599310614349085862699198001134839332357,1753969760082,1753969788018,1753969788128,,,,,28046
35923075287310015473256085801364349325649445970008864656442616955206879906891,1753969760089,1753969789280,1753969789510,,,,,29420
92312807650252374745741785554904125549692904388783834033306965549594443011331,1753969714014,1753969717585,1753969717648,,,,,3634
44224795461079140485960735944926048573481686033932681957614162814973566504530,1753969713939,1753969717818,1753969723573,1753969717878,1753969723573,,,9634
7472186113298914382267640855946399086213545050726534788159604262940912590101,1753969714247,1753969718507,1753969723573,1753969718605,1753969723573,,,9326
102383002966020986058181548224098678641228865684361813165897987794111725692657,1753969724629,1753969743748,1753969768582,1753969743884,1753969768582,,,43952
5439204704930584930716664079404733112828791526668375952205439829933799280778,1753969734923,1753969763531,1753969792928,1753969763576,1753969792928,,,58004
54717953875850822697253205742805786714326697026731719741966186008208159305250,1753969740031,1753969773808,1753969803846,1753969773999,1753969803846,,,63815
63853627750129993719178497826506860794343783585727828500290531078989790179897,1753969760084,1753969793551,1753969818951,1753969793629,1753969818951,,,58866
88130678081725223468205477930432042105932604607159457455439561045112964127824,1753969714218,1753969717585,1753969723578,1753969717648,1753969723578,,,9359
87626838597085307336873053247016395687114481609222675131359367781523417813172,1753969740031,1753969767860,1753969767914,,,,,27882
51814986051167716428768442926888084038231121794699224194233620931103983418052,1753969754908,1753969778538,1753969808576,1753969778612,1753969808576,,,53668
12535712653091653121417318676757611107366842953285794449794766494080134265774,1753969760083,1753969783530,1753969783596,,,,,23513
20614305968485600013294901450925341473377308653411818162963505002598593353582,1753969765183,1753969792875,1753969818865,1753969792928,1753969818865,,,53682
75331761920034169299377481499648833253657126158611905369557171149365184012383,1753969765194,1753969803019,1753969803135,,,,,37940
91534007747213641469349237287377483387246488985451145847198064021344047931469,1753969765260,1753969813541,1753969822876,1753969813602,1753969822876,,,57615
21716939432633535862603050944507301802090909413746087896921414177063302606089,1753969719394,1753969728693,1753969743348,1753969728840,1753969743348,,,23953
31881006711964763114733117498857659626355648008543571112765011197947596676204,1753969734854,1753969757980,1753969782793,1753969758076,1753969782793,,,47939
83962286407569322609108251107687349426117006719526232065563808858300493468792,1753969734903,1753969763531,1753969792853,1753969763576,1753969792853,,,57949
45418309488321395439930885399327158597944807740030757501794529958143231439733,1753969740041,1753969773079,1753969813602,1753969773161,1753969813602,,,73560
99621886388532111391851107504931217632380684262253070907449233893539207501715,1753969765236,1753969803019,1753969828546,1753969803135,1753969828546,,,63309
41395061965190989790759308470647847948410740200793369926369892767996826336037,1753969765213,1753969808547,1753969822876,1753969808617,1753969822876,,,57662
25489609256399173953258278002170480449906973662253145646449959978481203186460,1753969714276,1753969723511,1753969723578,,,,,9301
30581578586771373196465692816886972211889133893710014897099509646089110516508,1753969729679,1753969743748,1753969768582,1753969743884,1753969768582,,,38902
89995388847468880972483049392509540646127258287748715018169656871513022954367,1753969734908,1753969762631,1753969793629,1753969762764,1753969793629,,,58721
75250931571522287682032871771407698187581585620028663988863500408595977311744,1753969740012,1753969767860,1753969793580,1753969767914,1753969793580,,,53568
2741285489511746783614216637044906577327594684002211516791506963148431053826,1753969739999,1753969773808,1753969803846,1753969773999,1753969803846,,,63847
80844890307459898327540109178408550385996720102045835399261585518164893361314,1753969760086,1753969788018,1753969788128,,,,,28042
49078370668876564335425595042571039484220143643543569353893765815669748521006,1753969760134,1753969803835,1753969822876,1753969803959,1753969822876,,,62741
95813843355994895211497177359236784364450306185905175352686703016912527263792,1753969719406,1753969727851,1753969738560,1753969728505,1753969738560,,,19153
93751698281299837439376614821077128961615511238819398795163716189793276950409,1753969754935,1753969773697,1753969773792,,,,,18857
86202664082659317131636511953560983838245051354586599922300246732868422389114,1753969724607,1753969738519,1753969738560,,,,,13952
37689195017193548837012024163873805705391748422443773148557071325042778119167,1753969724597,1753969738537,1753969762911,1753969738616,1753969762911,,,38314
6851921112034426932987865920197158036806877049416648853450087492272981392440,1753969729729,1753969742981,1753969767763,1753969743092,1753969767763,,,38034
1205928034689111383848714887955440356650222718808453984708012420823668068394,1753969734926,1753969762631,1753969788791,1753969762764,1753969788791,,,53865
60170707089796237772044418082644138220171314414049546056385083829481721846142,1753969734906,1753969763531,1753969763576,,,,,28669
6548137311288871000967313293915190653409948012632859067118694882053327761424,1753969739967,1753969768545,1753969807897,1753969768619,1753969807897,,,67930
102116802320206125378523084095298792484548691679593275008537343940330233902831,1753969765244,1753969803759,1753969803846,,,,,38602
25141953814732278312919216434868966414795365205564293987847857032803474757378,1753969714234,1753969717818,1753969722737,1753969717878,1753969722737,,,8503
39571140837220487471034587955889005236193888533308847027906912830158133833200,1753969754975,1753969783548,1753969813572,1753969783629,1753969813572,,,58597
88497266202204394838979500396195173123393425222566006533593531898151437381104,1753969719369,1753969727851,1753969743884,1753969728505,1753969743884,,,24514
80244279408849095637505703249361493565884189429375315956511241163940192473955,1753969724563,1753969732613,1753969732757,,,,,8193
22380579826146881316745937898590472438939076655346017866242135519252920255825,1753969719448,1753969733534,1753969747781,1753969733614,1753969747781,,,28333
45193608804270009585166144330839381266457115039569026090923979949855868767900,1753969724565,1753969738537,1753969763576,1753969738616,1753969763576,,,39011
35059663400977702680694234840418299166724891465246172695092526813914185421588,1753969734844,1753969758992,1753969782793,1753969759185,1753969782793,,,47948
5535115151358657772839976752620010368772129295895158721831851330792549962023,1753969734905,1753969768545,1753969807897,1753969768619,1753969807897,,,72992
28092406895506544660415221389540816905329394566168207736156195646915741256437,1753969754978,1753969782631,1753969818958,1753969782793,1753969818958,,,63980
52123328231234683287272344136518164328850086607529759063836426904245849334222,1753969760034,1753969782631,1753969818958,1753969782793,1753969818958,,,58924
9256323160929094622473979658266182292772765710174052119424994982182439276739,1753969719426,1753969727851,1753969743884,1753969728505,1753969743884,,,24458
35188839906288213527673301553269150965201433376949531281879866342212908878948,1753969724593,1753969733520,1753969747932,1753969733575,1753969747932,,,23339
12507235766327786756436424696942805298467548775881351861244079757803884461077,1753969724580,1753969738537,1753969762764,1753969738616,1753969762764,,,38184
76299192067218286624578424807200000396413530931765812120900347828374552106631,1753969729777,1753969748528,1753969778612,1753969748589,1753969778612,,,48835
14150301553707209289642681657736063962388570304959778282044418538623683234118,1753969734868,1753969757980,1753969788870,1753969758076,1753969788870,,,54002
547093763218449419682182366879241672716901181051328419294913125118931924477,1753969740013,1753969767636,1753969808617,1753969767763,1753969808617,,,68604
35048052650623873287648867582617550014991231715349238881701940685081848812827,1753969760036,1753969788018,1753969788128,,,,,28092
80702826671246090291765599447270139453993684888811090636011130161009961192020,1753969765200,1753969802995,1753969803360,,,,,38159
78802988287485224972620652009147786604729384704894983564616025850271671525226,1753969734849,1753969763540,1753969763614,,,,,28764
