TxHash (Byte -> Big Int),Tx propose timestamp,Block propose timestamp,Tx finally commit timestamp,Relay1 Tx commit timestamp (not a relay tx -> nil),Relay2 Tx commit timestamp (not a relay tx -> nil),Broker1 Tx commit timestamp (not a broker tx -> nil),Broker2 Tx commit timestamp (not a broker tx -> nil),Confirmed latency of this tx (ms)
111349785166777399520436066667483772962269997829523845247988651121851345226436,1753970564234,1753970568068,1753970573448,1753970568151,1753970573448,,,9214
108351340724126696865677649695974804211127445906003334435918117437134619215513,1753970574697,1753970588401,1753970613129,1753970588473,1753970613129,,,38432
94542202106962985634294712185725617904028240757046392088657707323503840712668,1753970579773,1753970598452,1753970598639,,,,,18866
38779172515445186023373227813135592234541118252642630908759630248764898890689,1753970579836,1753970608456,1753970628137,1753970608504,1753970628137,,,48300
77954572020488769525982668126108273599829912243544333725274362057702560566329,1753970590242,1753970623748,1753970658515,1753970623878,1753970658515,,,68272
55080831932699539566504741594237683397907865484345031843864653734309966373298,1753970615086,1753970643459,1753970663132,1753970643502,1753970663132,,,48045
25076863223293641041616451457126735595842085221507611486740197417362990879036,1753970564291,1753970573038,1753970583512,1753970573082,1753970583512,,,19220
68498457159374065670444592127189378065501062259590681568443713310944919232999,1753970569602,1753970583418,1753970598126,1753970583486,1753970598126,,,28524
25616096534125363925342350214750704655591792845919686585630036015482210959165,1753970590210,1753970618740,1753970653143,1753970618883,1753970653143,,,62933
60972881859529303295598467952181994824407585367167258531372756189904001836650,1753970615430,1753970653101,1753970653143,,,,,37712
3472490803555797603052538730169516680365398040410738111874159133576945854109,1753970574644,1753970583402,1753970598126,1753970583512,1753970598126,,,23482
88755709973454961910255802005671312354891158922130545894739988824936345999498,1753970574694,1753970588709,1753970588847,,,,,14152
2434628334677004721460492601325857025573878903853807511750980449876006719051,1753970590228,1753970618740,1753970618883,,,,,28655
30827552687036390390877330230854783551145661284171608801647114817789422074359,1753970590174,1753970618740,1753970658515,1753970618883,1753970658515,,,68340
3475032846478876792143252652902094223643664907379934712352039735991306468695,1753970604773,1753970628468,1753970658126,1753970628523,1753970658126,,,53352
70882453376713690707169454196509557076694145560216962271617392891434857274890,1753970609975,1753970653446,1753970668141,1753970653523,1753970668141,,,58166
94197368063111247628698950065182653002382716890532019796208575939326963579818,1753970615447,1753970663446,1753970674531,1753970663512,1753970674531,,,59083
65743852317849256211883922039548173092971763037079266199801891240564703562932,1753970574658,1753970584042,1753970608504,1753970584368,1753970608504,,,33845
89681219444797452775257504690993398758438897652235926007161417726121105149708,1753970590195,1753970618435,1753970653143,1753970618513,1753970653143,,,62947
56643455331701277413626288960585272477950557784793498484118392833073364528032,1753970590249,1753970628444,1753970628541,,,,,38292
46544960971542958170050538144404777116249479160609629540655331394216790661668,1753970569526,1753970578408,1753970593487,1753970578462,1753970593487,,,23960
51616088443802801676655211301639156156205239421949757912590867682941623788362,1753970585020,1753970608103,1753970638516,1753970608143,1753970638516,,,53496
16716185709796237951803444209225461486573965659283907108143846673648189582260,1753970584886,1753970608848,1753970638516,1753970608982,1753970638516,,,53629
106494383478793659751430531268389499639487571841456042961761482573710679358013,1753970585034,1753970608848,1753970638516,1753970608982,1753970638516,,,53482
5023626178269774827389275136481511077386116687463201007265603486360144391066,1753970584943,1753970613438,1753970613518,,,,,28575
56796881026000685008233874301931406351849799888721291350197230772755679879793,1753970579801,1753970598452,1753970623494,1753970598639,1753970623494,,,43692
88837412517289814135386434206799638167307330652265701007430729232166224256540,1753970604745,1753970629055,1753970668511,1753970629292,1753970668511,,,63766
98415415910173932530690703617157253605853038135673166946045976300085699567709,1753970569402,1753970578051,1753970588453,1753970578098,1753970588453,,,19051
89252466022655099487542744927291816025802677693237892944835059212878862956127,1753970569410,1753970578051,1753970588847,1753970578098,1753970588847,,,19437
43128243570542884909532259750356638915368479662752612270084825330263602465873,1753970579787,1753970593417,1753970623878,1753970593482,1753970623878,,,44091
112312430356796781857326308821455659183487233051592819111564979785754705092955,1753970579745,1753970593717,1753970618131,1753970593854,1753970618131,,,38385
1666400663231266956365177119173146209340564167575687215260382495305070935599,1753970584900,1753970608450,1753970633507,1753970608517,1753970633507,,,48607
59001590843672122667216999311844078638117266951959105099949935174919175476400,1753970590260,1753970623439,1753970659567,1753970623494,1753970659567,,,69307
36803591405362954089939486581031613381823978753415170739439149734429665817990,1753970590215,1753970623433,1753970659567,1753970623500,1753970659567,,,69351
89853391692646610445842106694867352854882471559562980512366981184055094156492,1753970609935,1753970638467,1753970673528,1753970638525,1753970673528,,,63593
10568242033972598587328313209979729667410569530475521342720401050302372332308,1753970569343,1753970578393,1753970588099,1753970578450,1753970588099,,,18756
58297830304239244578911171744655636540955738783367645816808890835169445152527,1753970574678,1753970588409,1753970608143,1753970588453,1753970608143,,,33465
108475767924237880741374656976062901200252547625907544288143874386421736369342,1753970585020,1753970608456,1753970628137,1753970608504,1753970628137,,,43116
72268621987117995220834088284312615910591417887041587763359541979936425516982,1753970590232,1753970618444,1753970658514,1753970618493,1753970658514,,,68282
37872154284369584524814206460547119284980373077881148861751544320010521151393,1753970590219,1753970618740,1753970663512,1753970618883,1753970663512,,,73292
43501657721708057483324650677723152639263731248947920608087466858122796991284,1753970590259,1753970628444,1753970663494,1753970628541,1753970663494,,,73235
59935411299812585326931239233358439679401167814761192160971158300398047097820,1753970609960,1753970638847,1753970663132,1753970638974,1753970663132,,,53172
74676382270949461343806369291926053153085941128934990381752781199400483408262,1753970609941,1753970643480,1753970668528,1753970643538,1753970668528,,,58587
106553580342353372047935508062429337887197344918248636183822826115711362049290,1753970564212,1753970568917,1753970569121,,,,,4909
85599900019650234283124856807718335694854038724543163490635505359924941771446,1753970574695,1753970588709,1753970613507,1753970588847,1753970613507,,,38811
91024525161516454045083269997379432018451495900078539421684638459822191119792,1753970585126,1753970618435,1753970643152,1753970618513,1753970643152,,,58025
80095017712659915894245285507102224948101113605434369277573648046557498765092,1753970604833,1753970638446,1753970663870,1753970638516,1753970663870,,,59037
67923023987072779155027422192384944446307157511054643021636960524600705695179,1753970615155,1753970653464,1753970653519,,,,,38363
66110825144609601641036991706029019893716788144111283347220465101242841932324,1753970590225,1753970618094,1753970653519,1753970618131,1753970653519,,,63293
99455998878434116030058219770765597181958869608512550433226008191152649674283,1753970590205,1753970618740,1753970653143,1753970618883,1753970653143,,,62937
75897832533364390638643806030719548373262594241828884074203513445465551825300,1753970569552,1753970583418,1753970598126,1753970583486,1753970598126,,,28574
20061758111710518900118550083949184986343493769002599549215103701293287923711,1753970574708,1753970593417,1753970593482,,,,,18773
95080314997477195606768666270506233689651619411931773605089398585070806710135,1753970579760,1753970598452,1753970623494,1753970598639,1753970623494,,,43733
62339116381952007174296877128007161106893120072434724688054749769350288821391,1753970590236,1753970623748,1753970658515,1753970623878,1753970658515,,,68279
54806793734196881988580397266405673545371741090017881800292777670612990110838,1753970609892,1753970638467,1753970663132,1753970638525,1753970663132,,,53240
28216822548802366852586715389730357195616922069077300985620317097183251187076,1753970609968,1753970644110,1753970668141,1753970644825,1753970668141,,,58173
12690927672978394713641075481047311775553130265990213108636135709648863094162,1753970609966,1753970653446,1753970653523,,,,,43557
56484112345290593609153412795825519100075993128515664810144710373958474006527,1753970615055,1753970653446,1753970653523,,,,,38467
3490944683845416209514877249613889356065379364808228928594465115797527630887,1753970564212,1753970568068,1753970568151,,,,,3938
64071634538361987990893226383537487656105272076558781052138895018655956658243,1753970569371,1753970578393,1753970588847,1753970578450,1753970588847,,,19475
71330662944787835706678195615933149157337983746902963052084792179547611835941,1753970574680,1753970588401,1753970613507,1753970588473,1753970613507,,,38826
95568889161479386959642500438379193555991179238324719436833945634343226703369,1753970590168,1753970614078,1753970614411,,,,,24242
93034093880530768793618428332277939970611466470940296820810062997493463527820,1753970590201,1753970618435,1753970653519,1753970618513,1753970653519,,,63317
113862653845341754249301761304290985389633978455264854966290689897398011471429,1753970609971,1753970653446,1753970668141,1753970653523,1753970668141,,,58169
27943464525041504845507976936105056450870589080338925626403133924363543801128,1753970564231,1753970568068,1753970573431,1753970568151,1753970573431,,,9199
55622251575106307070539867950522244910714652902089265325340079785562740279698,1753970564218,1753970568441,1753970573082,1753970568639,1753970573082,,,8863
34794231590114760953915819872925663908773340647359091712322464672555521499316,1753970569346,1753970578051,1753970588847,1753970578098,1753970588847,,,19500
30620456522521151741093595054792480743709649129361827803644916905451292807502,1753970574637,1753970584042,1753970584368,,,,,9730
34015518894346578343203802301163466348074404891914231829093068556857481503449,1753970584977,1753970608848,1753970633507,1753970608982,1753970633507,,,48530
74872741337067938414452185051847817552461399595059174648030010237515238525343,1753970585034,1753970608848,1753970638516,1753970608982,1753970638516,,,53481
24011783028415106420138272577669755320082451563692887871589604574484830770476,1753970609883,1753970633097,1753970668511,1753970633141,1753970668511,,,58628
57490404519658849579950292344753000156628138384514809159733185591377558748676,1753970609947,1753970643480,1753970668528,1753970643538,1753970668528,,,58581
43070070585665140312695904463499306987364598366140157938538693629448833235679,1753970564281,1753970568441,1753970568639,,,,,4357
41613782065592417715409964235154604196558851699783173153411613003432172799039,1753970574636,1753970584042,1753970608504,1753970584368,1753970608504,,,33867
102238754746271125573688790678778044037353311963175952778170579590715094804950,1753970579839,1753970598068,1753970628541,1753970598126,1753970628541,,,48701
40628371663080807661807733614644001556997496664582307687597754728813820660720,1753970579807,1753970599162,1753970623135,1753970599769,1753970623135,,,43327
47257014884777499600032701511275008050065444114953264539775799223362925824785,1753970604753,1753970629055,1753970629292,,,,,24538
78593200164645808330500741796650769706949333045381916288939855458217168887762,1753970569419,1753970578393,1753970588099,1753970578450,1753970588099,,,18679
25436432145808953971379220635191740097826895693308525041489772778904002722004,1753970574646,1753970584042,1753970598126,1753970584368,1753970598126,,,23480
96645648635285852568368994123761276405176930971857448273307355121842173047197,1753970584971,1753970608103,1753970633507,1753970608143,1753970633507,,,48536
45195329519165850348940840766443682153615231863972040083431725758198901005775,1753970604827,1753970633442,1753970658126,1753970633507,1753970658126,,,53299
87067550718391915316509365404736159318205198091496361469746743595167107085166,1753970569477,1753970578051,1753970588473,1753970578098,1753970588473,,,18996
97614349907422574875740094452296191094399154707257039392300992580526959555123,1753970574673,1753970588709,1753970588847,,,,,14173
26633147656956171793075704171747887516253204654564622216319220985733197168110,1753970579816,1753970598452,1753970598639,,,,,18823
81989881344799067238294719687111842951925712435363434217231640056777354746682,1753970609897,1753970638467,1753970663132,1753970638525,1753970663132,,,53234
83332810416591883557415293895539257192361732717230324345763010134319411309673,1753970615414,1753970653464,1753970653519,,,,,38104
41937885674420675952213485021418886292447405552947059015523636941725624650850,1753970584964,1753970608456,1753970608504,,,,,23539
53253843568124359958184038365098556640578223512286766450548121590529353826613,1753970604771,1753970628468,1753970658126,1753970628523,1753970658126,,,53354
71540462786799886340736326701830169441030745293319263755013194941385454310354,1753970564299,1753970573630,1753970583109,1753970573740,1753970583109,,,18810
9869595037843031286769801329422049405255622760868010926217023239443738204155,1753970569337,1753970578393,1753970588453,1753970578450,1753970588453,,,19115
7018576041799016240089867002145332345499760865226887261282179343429283018204,1753970569474,1753970578708,1753970578845,,,,,9370
71153318960008674226675565575653104118709443259061947073169637290860264504544,1753970569583,1753970583402,1753970598586,1753970583512,1753970598586,,,29003
14451160839820831684459403577817444326708353214598037715740468010317024827095,1753970569569,1753970584042,1753970598126,1753970584368,1753970598126,,,28556
19687242207342196526765974835441947658505833504359813017664116969458785813706,1753970574674,1753970588709,1753970618513,1753970588847,1753970618513,,,43839
30236750197204895286625502504804846658916073107028747157055345180009641656284,1753970590187,1753970613095,1753970653523,1753970613129,1753970653523,,,63335
40946420396350600775755805232808245208037741249967551796363707243930125274163,1753970615155,1753970653464,1753970653519,,,,,38363
97525176621184643997216957717962380922137615732345011560642345463155293059301,1753970574630,1753970583061,1753970598639,1753970583109,1753970598639,,,24009
80061062391982929372192396868632574820397268548674924802943995571369308787556,1753970574636,1753970583061,1753970598586,1753970583109,1753970598586,,,23949
88698690826554703311641150570115258553252559469448705344928217810995512026132,1753970574665,1753970588401,1753970614411,1753970588473,1753970614411,,,39746
32338181299372901785568175836360159991299391363799435340676860075857909669417,1753970585142,1753970613441,1753970644825,1753970613507,1753970644825,,,59683
64185762561940848496530149909224085520180423975900368977011650558501687758253,1753970615082,1753970643108,1753970668528,1753970643152,1753970668528,,,53446
74665851804302391847917244390996592790448441862902158354743915202618990079455,1753970609984,1753970644110,1753970673528,1753970644825,1753970673528,,,63544
53707525995290926539755597941462511938921301186392714999070219054563313537655,1753970615155,1753970653756,1753970653861,,,,,38705
31888733274614387542652841636733856790965004208142536992810394162907806329527,1753970615241,1753970653756,1753970668141,1753970653861,1753970668141,,,52899
79000956410763321347760347212873785441070910446718261452874034241501403073650,1753970564297,1753970573381,1753970573431,,,,,9133
25542873653506861823009650393644231494635532934028685128311206573254419055358,1753970569531,1753970578051,1753970578098,,,,,8566
31424010280825352385127618197530116538964739171041822913756965370725202037777,1753970574644,1753970583418,1753970599769,1753970583486,1753970599769,,,25125
46097051494810491091251723757632641601311581121812070619626921438984217599753,1753970585059,1753970614078,1753970614411,,,,,29352
67289012208227360247606795485529460735549485892674960919667869385293991056512,1753970604828,1753970633442,1753970658126,1753970633507,1753970658126,,,53298
6154808217743554922083490744512545006408678156018853499304629742953464303355,1753970609923,1753970638467,1753970638525,,,,,28602
17944657695263310635693248285687407735195051729458606541751069398836284799025,1753970615115,1753970658448,1753970658514,,,,,43398
36328137580116710292946327453465720147779883722185712864166693517082842735664,1753970564277,1753970568441,1753970573740,1753970568639,1753970573740,,,9462
94474257705640136388070310013977427016808356820161391544245518790919767657086,1753970564303,1753970573381,1753970584368,1753970573431,1753970584368,,,20065
104430014202318846936659783949624299877837870344399941349713733432820650880455,1753970579743,1753970593717,1753970593854,,,,,14110
109323615325524537847560197426977362290190508041302135072525959019533463071228,1753970585048,1753970613438,1753970643502,1753970613518,1753970643502,,,58454
83276663148155458779521440842051033382847012782760615604241500522398026355047,1753970609883,1753970638446,1753970638516,,,,,28633
46559669203824808155640420040823064355232920979527870424493883929764073654965,1753970574670,1753970588709,1753970618513,1753970588847,1753970618513,,,43843
43769656674976859244436480809823850893376069667850433446816101754056492596311,1753970579777,1753970593067,1753970593105,,,,,13328
81469364039181563442835011289906485029982049417956989235904088116430497694891,1753970585071,1753970613441,1753970644825,1753970613507,1753970644825,,,59754
93685864118614932872902453549788243087975858054615571368046135140746848562309,1753970615133,1753970653464,1753970668863,1753970653519,1753970668863,,,53729
95278336020567194998073736310133409211280876403859195392887946887737601640549,1753970615191,1753970658448,1753970668141,1753970658514,1753970668141,,,52950
33906652487867418337245543630127220171490933987033561871688610446223316787051,1753970590209,1753970618740,1753970618883,,,,,28674
79300928887984357848100710396468137427184132204247433509279327321940975434307,1753970609905,1753970643480,1753970668863,1753970643538,1753970668863,,,58957
42724060520867006269494611120642158433611826778699633089814985746229665473191,1753970615131,1753970658448,1753970673475,1753970658514,1753970673475,,,58343
40222034252191010571982135751025894245969342522743400172142799434547606122691,1753970564302,1753970573630,1753970583109,1753970573740,1753970583109,,,18807
103410951387379734521663301532936082863052234127278951020895900668224430266668,1753970569498,1753970578393,1753970578450,,,,,8951
43276276535561536447703376995567513219946438228191893945965225658256593690308,1753970579753,1753970593417,1753970593482,,,,,13728
78241472387845402753810786504485929921421127773170065408778020314363211073111,1753970584879,1753970608848,1753970633141,1753970608982,1753970633141,,,48262
63583310544573432622926845855056854221101859243947890148406833480478000776860,1753970585067,1753970614078,1753970614411,,,,,29344
71437593069281186134738946649732804224347675971859193878073796822107720146553,1753970609962,1753970638467,1753970638525,,,,,28563
77619498775403777983056387795627322494249234672719708728583102372979928182601,1753970615447,1753970653101,1753970653143,,,,,37696
85436021447219914312000897347528057012648272966238754992363613091311626202307,1753970574690,1753970588409,1753970618513,1753970588453,1753970618513,,,43823
53395613392290592490519062151475012506110722161840259852233257044806153656216,1753970590225,1753970623433,1753970653143,1753970623500,1753970653143,,,62917
38320785534302936851030804702705046040455625324875304789262686377839903169456,1753970564250,1753970568417,1753970573082,1753970568635,1753970573082,,,8831
45712654063778980911250277336269698524081342073124631654685644229297918694514,1753970564304,1753970573381,1753970584368,1753970573431,1753970584368,,,20064
115465821737476300379391462990865067623705744463465911431113073510592402315177,1753970574692,1753970588709,1753970618513,1753970588847,1753970618513,,,43821
98601445840364547472692154873083083708381714202195082380448779787535373470406,1753970585033,1753970608103,1753970633507,1753970608143,1753970633507,,,48474
83006229359836984701998913587917748101568423867869607676286281335118561165927,1753970585067,1753970613441,1753970644825,1753970613507,1753970644825,,,59757
109241324769372549270698796466160236274926688172535854807809704608900478515472,1753970604846,1753970633747,1753970663494,1753970633896,1753970663494,,,58648
10844990194133156039024989042309014016590192688736825994859361992760646120734,1753970615373,1753970659040,1753970673475,1753970659567,1753970673475,,,58102
100184775652914247211272933643337547963134110664687751397912224788443017623284,1753970615383,1753970663446,1753970674531,1753970663512,1753970674531,,,59148
33437770590300837054227069465900868906605494682069293561020856921276729273564,1753970579766,1753970593717,1753970628541,1753970593854,1753970628541,,,48775
25839539784280337577396154872790633651220802620532575220989317923612284329521,1753970579805,1753970598436,1753970598586,,,,,18781
111852017723812403640665508571407838496754792421643407257624242299064685008455,1753970584912,1753970608450,1753970633896,1753970608517,1753970633896,,,48984
6051726110641844229894282001697306101131966046389134317566652972058868474518,1753970609952,1753970643480,1753970668141,1753970643538,1753970668141,,,58188
3905448663913715812257408008736345231880433549427400048061136183847348556301,1753970569568,1753970583061,1753970583109,,,,,13541
94218315870456395190268863597794900872424393020175297316607541685725271935338,1753970604763,1753970628094,1753970659567,1753970628137,1753970659567,,,54803
56780989621342050662049450417560347355211424146961478592906332108564420347000,1753970604818,1753970633747,1753970668511,1753970633896,1753970668511,,,63693
66473793121772241864496356969962670809435478020468658980638752791239645941572,1753970569596,1753970584042,1753970598126,1753970584368,1753970598126,,,28530
38728029946566745070654053274021641914214899417231579467105695397531559563835,1753970574655,1753970584042,1753970608517,1753970584368,1753970608517,,,33861
20934785019194560981969062516415204408963910749758076333710969125873779751655,1753970579798,1753970593067,1753970623500,1753970593105,1753970623500,,,43702
44965902815701136741665919621200558695385162170949183962397093458867925430795,1753970590185,1753970613095,1753970613129,,,,,22944
35843032381611076962477387280844223079013071671595955075822999967249993912581,1753970604738,1753970629055,1753970668511,1753970629292,1753970668511,,,63773
59023540765281225138734152777973248551995632244052232755928785645671747039153,1753970604748,1753970633441,1753970633519,,,,,28771
58898598180127330429705797109097328890645703098871257944365417383252908375794,1753970569442,1753970578708,1753970578845,,,,,9402
56989081344383609679627214429183036034948149595307794563289776466040680498509,1753970579748,1753970593717,1753970593854,,,,,14105
96021405176473666397079314481038380290610179806353298357787701999179003277747,1753970579837,1753970598068,1753970623878,1753970598126,1753970623878,,,44041
49220953061827288530233549081088237851625420425673248282327746507067329079239,1753970584886,1753970608848,1753970608982,,,,,24095
78934843170613973644960402362212734900914603271211018478868915910589023347006,1753970569456,1753970578708,1753970593105,1753970578845,1753970593105,,,23649
74172148113932878506977467336965289053093817287152597762494129734700394717800,1753970569526,1753970583402,1753970583512,,,,,13985
5166964866146809764722366980419168007127525286121887262948668164433149178735,1753970579789,1753970593717,1753970628541,1753970593854,1753970628541,,,48751
31207829068730519721910343319823553236683021855386082022990245788462202198251,1753970584894,1753970608103,1753970633519,1753970608143,1753970633519,,,48624
109454007228816610718635507564308980786958255167150246273140041609667932939934,1753970564305,1753970573038,1753970583512,1753970573082,1753970583512,,,19206
3442269833976169462411707892786521964278746504823160053341544017723763894350,1753970569491,1753970578051,1753970578098,,,,,8606
111607761569793740764920322197260614660610260207371464274599973893408654656572,1753970569507,1753970578051,1753970588847,1753970578098,1753970588847,,,19339
98013407951047760680496831961308477773998477398544355745482936228041601458044,1753970585116,1753970618435,1753970653861,1753970618513,1753970653861,,,68744
35916152137567578609779817192360549524711136498976277503409568300011339104442,1753970590246,1753970623748,1753970623878,,,,,33632
39010128308939566541159198697934935047459259194550610909036691352703754883890,1753970604818,1753970633442,1753970663870,1753970633507,1753970663870,,,59051
4236684686685321683369404120194598839791427660964898220891649507923589415671,1753970615435,1753970663446,1753970673082,1753970663512,1753970673082,,,57646
85281666813813601167598817705195412302552709413225575410886130639970489462899,1753970564246,1753970568441,1753970573431,1753970568639,1753970573431,,,9184
78724709774216268576665120915104109464592517554141295250235009007043073484386,1753970569457,1753970578393,1753970578450,,,,,8992
84431973373886338141941042092328521901372335701151682894927736694207914478570,1753970590174,1753970618435,1753970653143,1753970618513,1753970653143,,,62968
47879633614474139435999143842074191889490479308371745779242308900294640680504,1753970590220,1753970618740,1753970618883,,,,,28662
97947996806755174627205497764320060223112879417417344864288956553198459086370,1753970574629,1753970583061,1753970598639,1753970583109,1753970598639,,,24010
87720693562685100604070201237611223599855526314659321043545980452699222415333,1753970569567,1753970583402,1753970598126,1753970583512,1753970598126,,,28559
43526180218205617239804524323260310201313978619466458804112142950641352051453,1753970590264,1753970623748,1753970663512,1753970623878,1753970663512,,,73248
18403711491042207614943335814528052240624266376128201716001064014389871508340,1753970569533,1753970578408,1753970593487,1753970578462,1753970593487,,,23954
98895730003453970456696245574012119753737070698279559724257369915663225706419,1753970574712,1753970593717,1753970593854,,,,,19141
5377477454686151875757525535177880899778827103869923880598543735101460070672,1753970585062,1753970613438,1753970613518,,,,,28456
2784164014996756050317983898184692907326825252585714438616010426642410458462,1753970590224,1753970618094,1753970653519,1753970618131,1753970653519,,,63294
43713526910511199646343742618731166753272656215700693902182922752823113488381,1753970585116,1753970618435,1753970653861,1753970618513,1753970653861,,,68744
101053927048981270151213833349056106960802647968638494023214210555810858642965,1753970604791,1753970633441,1753970663494,1753970633519,1753970663494,,,58703
97782190228865595607449315460246322326828235118036247617783185893697517488750,1753970569495,1753970578051,1753970588473,1753970578098,1753970588473,,,18978
33496510519922292373925636881185709762624568907581633371095883329622313621284,1753970604758,1753970628468,1753970628523,,,,,23765
115166483624555906192619139502002195980823936343780590635586927425404153324545,1753970609926,1753970633097,1753970633141,,,,,23215
62034439631540849900699629335166154195247924333367543442858262094653622862779,1753970615129,1753970653756,1753970673475,1753970653861,1753970673475,,,58345
113441497400092588790714213278347070934321769077712864780430858522114534331086,1753970564201,1753970568417,1753970573448,1753970568635,1753970573448,,,9246
32239664522374948435762003296893887734126583926973996785678473259123169531658,1753970590266,1753970623748,1753970658515,1753970623878,1753970658515,,,68249
67453766646911878583858284413244123665895486596112357917246435553400046668361,1753970604808,1753970633441,1753970633519,,,,,28710
26037271714959114899132629649003566631048959853928752824898369521193762260768,1753970604778,1753970633441,1753970658126,1753970633519,1753970658126,,,53348
5297421858600084743556130704058306864984553028530640216324592989210539244818,1753970609975,1753970653446,1753970673475,1753970653523,1753970673475,,,63500
83260411295373533565782911492696859068563458535265775337538262002967690245181,1753970564273,1753970568068,1753970573431,1753970568151,1753970573431,,,9157
96809145246040079093987484773113946788326301139806463003985939063954123095221,1753970574670,1753970588709,1753970613129,1753970588847,1753970613129,,,38459
108145347070631065484127546483267142613674772523564654093252944005593157589188,1753970579839,1753970608848,1753970608982,,,,,29143
64152852321755635504302249032240430603981187606385580178734125955688794223715,1753970604727,1753970623096,1753970659567,1753970623135,1753970659567,,,54840
19596379118527237467479599960770134214470113731589946908457113550238566590745,1753970590210,1753970623433,1753970623500,,,,,33290
69163636305666889660449523714884826065512329829737397432159243952523454650365,1753970615321,1753970653464,1753970674531,1753970653519,1753970674531,,,59209
14750931430598515863754733384045421850968732355030620095850059176207071243491,1753970615344,1753970659040,1753970659567,,,,,44223
97851923608955551919279820260013714474372732896702160976214491382708282372308,1753970569399,1753970578051,1753970578098,,,,,8698
96294287477295311702382618329223796784490046419397121040472898938564110139219,1753970569583,1753970583402,1753970598586,1753970583512,1753970598586,,,29002
101268253360314994113601787784038245918501587665252056941962562179041642337008,1753970574629,1753970583402,1753970598586,1753970583512,1753970598586,,,23957
11465636412295179705102840411083474979208403864449258668819702785704702602792,1753970590191,1753970618740,1753970653143,1753970618883,1753970653143,,,62951
82965480387640691335418713404424906649061217349984869252608039699515849720630,1753970590242,1753970623439,1753970653143,1753970623494,1753970653143,,,62901
62476500787315166563080332751870971550101210401108342553859371072684024733682,1753970590255,1753970628444,1753970628541,,,,,38285
97021749408461439873362474343637096550940996776511957648209001334637210373263,1753970604729,1753970628444,1753970663494,1753970628541,1753970663494,,,58765
92549422837547475799060622980638077891317004929725775354754794881427989048608,1753970609900,1753970633097,1753970663494,1753970633141,1753970663494,,,53594
4087707978757804109088884227100386773296998708789954864202037520922745427133,1753970569417,1753970578708,1753970593487,1753970578845,1753970593487,,,24069
108787384668640955277607783596233966305459320253527722333624803059814615568205,1753970584993,1753970608456,1753970633896,1753970608504,1753970633896,,,48902
11636470526144668093029344900807723242771947047451281134412584185683356823462,1753970585132,1753970614078,1753970653523,1753970614411,1753970653523,,,68390
12147136644276641081312550238058423628336034877159030658215951401134464250624,1753970590187,1753970618740,1753970663512,1753970618883,1753970663512,,,73324
65191535888657580194547581338670886096760075635903038725987603627598500043094,1753970609915,1753970643480,1753970668863,1753970643538,1753970668863,,,58947
82407524527572993334665982738462718356803088894398661660880249337201878495088,1753970615077,1753970644110,1753970668141,1753970644825,1753970668141,,,53064
39012728460725056944296823795060927412224359035575246137384108507334503468774,1753970615200,1753970653756,1753970678452,1753970653861,1753970678452,,,63251
76646464494849916137349763020755510565767564500029544204579105196311841617188,1753970574677,1753970588709,1753970618513,1753970588847,1753970618513,,,43836
54029866936511248305400624725463197462317312678686617392331221593968874937677,1753970579810,1753970593067,1753970618883,1753970593105,1753970618883,,,39073
90002042480552935956653014074928658486811417880516642658091761040038358674756,1753970574707,1753970593717,1753970623500,1753970593854,1753970623500,,,48793
94930566099010920003072028536877757897006612087613114642121973650040656365872,1753970590246,1753970623439,1753970663512,1753970623494,1753970663512,,,73265
85059276850486200884249606845871366712853047694531474387488727139289101450400,1753970604729,1753970628444,1753970663870,1753970628541,1753970663870,,,59141
14219046448109216709436463042783887070170420491191445225864357289796568789290,1753970609955,1753970643480,1753970668528,1753970643538,1753970668528,,,58573
31611973961502591480729461151781570044674083719983787135248863398821141737438,1753970579812,1753970593067,1753970593105,,,,,13292
27690175512023633890664681159101774577541834497570710460577021155868078471567,1753970584989,1753970608456,1753970633896,1753970608504,1753970633896,,,48907
70250624131605486415331587703050852014275041529050938917132269165428004007865,1753970590206,1753970618740,1753970663512,1753970618883,1753970663512,,,73305
55707387869360565861037453241477716918816388143962256601209090140579090531816,1753970604759,1753970628468,1753970668511,1753970628523,1753970668511,,,63752
44033880109552115624332097618952787432545706054093276365268264719877616347355,1753970615500,1753970658453,1753970674531,1753970658515,1753970674531,,,59030
94861968632841354614624595921213180260648800961426268625032148293723011241601,1753970615473,1753970663446,1753970674531,1753970663512,1753970674531,,,59057
112939810355571464834998873371377655149000087968917998352971080293102847908005,1753970564229,1753970568917,1753970569121,,,,,4892
112140303508894633723324165467468798865156176589056452972153524922194765531955,1753970579836,1753970608848,1753970608982,,,,,29146
808642051048832351715402401589127229660311801009488990319403794682216135414,1753970585117,1753970613095,1753970638525,1753970613129,1753970638525,,,53408
42218655732837632019092112173057610961863317050511690695287645748922761135807,1753970590217,1753970623433,1753970623500,,,,,33282
73130524844628977927869564669191158431101929804138951121044424368530519489004,1753970615125,1753970653464,1753970678452,1753970653519,1753970678452,,,63326
31187498730255033360412893668211277658543462111879835873893485165040608571344,1753970615461,1753970658453,1753970678452,1753970658515,1753970678452,,,62991
50466548719468612104904151029997708263479318283821768531538994426274608384039,1753970615374,1753970663446,1753970668141,1753970663512,1753970668141,,,52766
12118268184275779407740846064916850850995634732109843726365650558278699296301,1753970569489,1753970578393,1753970588099,1753970578450,1753970588099,,,18610
