TxHash (Byte -> Big Int),Tx propose timestamp,Block propose timestamp,Tx finally commit timestamp,Relay1 Tx commit timestamp (not a relay tx -> nil),Relay2 Tx commit timestamp (not a relay tx -> nil),Broker1 Tx commit timestamp (not a broker tx -> nil),Broker2 Tx commit timestamp (not a broker tx -> nil),Confirmed latency of this tx (ms)
39498133519254933910333272727486179251001908714381937965937434743695404498724,1753968989032,1753969017608,1753969047875,1753969017701,1753969047875,,,58842
8725309612150046089569101316264776132349855822472690720143464481634681402416,1753968963618,1753968977528,1753968977614,,,,,13995
2907324083391012397597211908618597747852621662729804626110679639152528286250,1753968963674,1753968982834,1753968983045,,,,,19371
82269818254032408543159596475433911874764751425623508336638469646626984655695,1753968989065,1753969022843,1753969046414,1753969022984,1753969046414,,,57349
117715796084647222495619389617990559710065000406827567887115318434068944476,1753968994162,1753969022823,1753969022976,,,,,28813
80970343961701521142870264853198392504884005832447692777632756269161053036466,1753968994140,1753969023663,1753969057634,1753969023811,1753969057634,,,63493
95365069123798131329825797571442497233670119505318094039631081817940061470048,1753968999311,1753969036509,1753969062585,1753969036596,1753969062585,,,63274
71124314815096812537010078283386353736234604759590751470574553611818377699630,1753968958562,1753968971370,1753968997622,1753968971407,1753968997622,,,39060
82281893492770912694390234833414212476647163448839474543148790766179625493424,1753968963697,1753968992717,1753969017524,1753968992834,1753969017524,,,53827
81560088281547575735739359746011987096552574819371809090552477087852616034733,1753968968764,1753968993323,1753969016437,1753968993454,1753969016437,,,47672
60570632863989115119218998443563925961423487317035049632334491326913036831471,1753968973855,1753969002478,1753969042662,1753969002521,1753969042662,,,68807
20646574243091411597314644933819689324300035571090264242266489638798372927976,1753968999278,1753969042610,1753969042662,,,,,43384
57447913810697618749188270571464857926720508999053438037015234388859724657753,1753968999268,1753969042610,1753969057878,1753969042662,1753969057878,,,58609
10530638697618213552102460189848126674161497287805421803751294263015808125099,1753968948185,1753968951334,1753968957589,1753968951386,1753968957589,,,9404
10306614715993992969914991996870477682840121307331675721371585494277210327737,1753968963670,1753968982834,1753968983045,,,,,19375
24997833476864784584512757059616890165082571927560017553153841532111928861837,1753968968730,1753968992717,1753969011482,1753968992834,1753969011482,,,42752
109732122189389207707066536184139282006701212205674420522667252002106514359865,1753968973938,1753969007892,1753969047638,1753969008092,1753969047638,,,73700
40383995215495342771904467232847028746016150976602148636048290552512402371587,1753968989065,1753969017476,1753969017524,,,,,28458
115495433965617172691388163818720883719608055317727044662463990837352123335536,1753968953306,1753968962730,1753968971407,1753968962919,1753968971407,,,18100
49272422672955583555039357345677506820402805543096032959804827081268011036793,1753968953371,1753968962730,1753968977614,1753968962919,1753968977614,,,24243
101668660834703305018486754117658022789684950841164780552729504167276846986421,1753968953429,1753968967453,1753968983045,1753968967495,1753968983045,,,29615
86011230276569961956676714490390586347877619546551180501923848096507721735090,1753968973936,1753969001377,1753969037765,1753969001419,1753969037765,,,63828
92536608222682996714119230427521852398763220414056808701699480116143059934933,1753968989014,1753969012507,1753969012563,,,,,23549
2532825039666780218202626710091688891000398526942974707779445831979933434154,1753968988983,1753969012507,1753969047875,1753969012563,1753969047875,,,58891
76894998657775240826518134644302273925295707478487737441768234271967798229191,1753968994176,1753969027827,1753969057634,1753969027965,1753969057634,,,63457
60918869367553449482667795940763776093821400896755930145145570027942167956083,1753968994180,1753969037770,1753969057878,1753969037945,1753969057878,,,63697
98741575137761984252878221013107547725658967986328800278989882613842540234612,1753968948038,1753968951334,1753968957589,1753968951386,1753968957589,,,9550
100619748566023186007627582134471978035946161475790842828241040240809244226071,1753968958537,1753968972742,1753968996407,1753968972861,1753968996407,,,37869
37153596185889727734183714236619963668760163474300790128790418340649951816436,1753968963644,1753968976495,1753968976589,,,,,12944
76115493713622440448860538377076323940583016982800526719442642626564161067974,1753968958552,1753968977707,1753968977861,,,,,19308
7342134561472396426385553601749324300799563674223811577304551728596171978864,1753968973927,1753969008029,1753969036596,1753969008231,1753969036596,,,62668
98811995194903895197677711258443784553469511160161605925854107616915136152336,1753968994114,1753969016388,1753969047875,1753969016437,1753969047875,,,53760
99198908343434914920405373321660972710320688397436687518410072785502589129500,1753968999242,1753969026391,1753969053219,1753969026437,1753969053219,,,53977
49545434769029720538003823098814627063383141970427063479396765795256449334335,1753968988977,1753969012507,1753969042953,1753969012563,1753969042953,,,53975
2714200544476267002882000361942516361499837851097367485720339735128062766329,1753968947904,1753968951334,1753968957475,1753968951386,1753968957475,,,9571
41705030106993427768195154458810767949036563744678195273207345961696494078742,1753968953373,1753968962554,1753968977861,1753968962638,1753968977861,,,24487
47157664127690900825415600286434345548977139762209322934796377380192875682127,1753968958496,1753968972586,1753968972619,,,,,14122
4561099257639514400812895335208508503454747304209740240028966055195189860905,1753968963607,1753968977707,1753969008937,1753968977861,1753969008937,,,45330
91488402082967200357394097685210242781638652272581249073991607590375180962792,1753968994156,1753969021583,1753969047875,1753969021653,1753969047875,,,53718
31337060779747143718490356239553927817981865168755856099095506781035745183361,1753968953400,1753968961550,1753968972619,1753968961642,1753968972619,,,19218
24069146059296675400339178947450975919135923769308281972944968702092324455525,1753968958476,1753968967453,1753968967495,,,,,9019
45553443189221524282136931034892513224356408078625746445034391980404366189552,1753968963701,1753968981380,1753969008937,1753968981429,1753969008937,,,45236
92100082044980793883572970785484555631359903837894925445180349430803896463541,1753968968744,1753968992654,1753969011482,1753968992722,1753969011482,,,42737
45545182296781355670066816390884082129465233222047704859198100646243477733653,1753968989012,1753969012507,1753969041433,1753969012563,1753969041433,,,52421
110796518914437642106212969033571351746673881005707649305417156436698926624417,1753968958550,1753968971370,1753968997884,1753968971407,1753968997884,,,39333
91221742223048973156137019042615516613370734526599733608879197519247022626119,1753968973852,1753969002607,1753969037765,1753969002656,1753969037765,,,63913
5573682391331486293756388968378985364812213708787655980122331185495770008099,1753968973926,1753969007892,1753969008092,,,,,34165
62917686625551553533537769103746783208341814770505293245546891885422171546225,1753968994183,1753969021583,1753969047509,1753969021653,1753969047509,,,53326
104923557291366484052758700049522108023803740627750446289488092342374867564862,1753968948177,1753968952431,1753968956391,1753968952490,1753968956391,,,8214
94562465613001469014011963141521585415971772974654706107233379731750356455670,1753968953336,1753968961550,1753968972619,1753968961642,1753968972619,,,19282
5588155420850650811413400565548939046607323913861091232055545947639413774607,1753968958505,1753968972586,1753968972619,,,,,14114
48222491182569414996100537942288430240528452978534961601492177372257758094804,1753968968783,1753968997462,1753969037945,1753968997503,1753969037945,,,69161
92908679051353861347638548791314601628013759356554004262473132517823595801961,1753968989048,1753969022843,1753969046414,1753969022984,1753969046414,,,57366
105857628473185742125851287401488445834397577085444882236449227919204975583963,1753968947980,1753968952522,1753968957767,1753968952582,1753968957767,,,9786
63363925442509025845129329769736441457777970987047352328335819955053089971918,1753968948077,1753968952649,1753968956391,1753968952754,1753968956391,,,8314
83551011805621521587168949590125876359551290253973901440764530838618605675819,1753968958502,1753968966368,1753968982521,1753968966411,1753968982521,,,24019
3086669713697659258392057906843554956273699269952041822456781749152838192930,1753968958510,1753968972456,1753968997884,1753968972495,1753968997884,,,39374
78344771995482923947401587956309724859249101191758288812645608112076036987983,1753968968810,1753968996371,1753969023811,1753968996407,1753969023811,,,55001
72400470671545303021703259295934378863497850297387419485990771311173639134644,1753968973913,1753969008029,1753969036596,1753969008231,1753969036596,,,62682
40940745788317375115049659016717420307213324011082761886259804163621155546096,1753968948259,1753968956346,1753968962919,1753968956391,1753968962919,,,14659
53824193965482196716119402420608422615447952213801779837553206502108971246676,1753968953312,1753968962730,1753968971407,1753968962919,1753968971407,,,18095
12842220623663922076443750631701498466949715082659827551538884350773665206304,1753968963613,1753968978051,1753968978324,,,,,14711
103872478261663543711220167576781423155271819120171017599991553883124611415039,1753968973916,1753969008029,1753969042527,1753969008231,1753969042527,,,68611
103742092388329706772057566982919386079721772106169772802684040501328671046471,1753968989037,1753969011426,1753969042527,1753969011482,1753969042527,,,53490
98816236480091073806313464324524686022750444923553163958610496747016012266674,1753968989029,1753969012924,1753969013081,,,,,24051
98876317161274966660341221992738097713753048921889611178210877988664933962755,1753968999248,1753969042610,1753969042662,,,,,43414
57181707788050451527232324866326622175501039930146472169443731659680597491886,1753968947942,1753968951334,1753968957767,1753968951386,1753968957767,,,9824
47235700384064071687516139150008758546292139392015894512808612696954231011932,1753968947933,1753968952522,1753968956391,1753968952582,1753968956391,,,8458
10361299714937035901924436200166161062479986099914607859880296229737594091004,1753968948060,1753968952522,1753968956391,1753968952582,1753968956391,,,8331
95784856970357444517014365895564982843142199026302799251063430104460269991821,1753968953304,1753968962554,1753968962638,,,,,9333
46128292111090585422236768987219774359532536002131661557832401248069233094008,1753968963634,1753968977528,1753969001419,1753968977614,1753969001419,,,37784
104483827163941714953783759529572182380428176634252087166337409907575258856336,1753968994160,1753969021583,1753969021653,,,,,27493
60786065994257670843384076681829676497748369921705117711427364584938381868271,1753968999262,1753969026391,1753969052728,1753969026437,1753969052728,,,53466
28896307465598354110549686777714041708540420005679033223175806242405125643327,1753968973890,1753969002478,1753969047638,1753969002521,1753969047638,,,73748
74600701765527120563249898806396436938148968791355088629895226429598557691996,1753968973890,1753969008029,1753969042527,1753969008231,1753969042527,,,68636
109207984793867168368438850358330519332048802994478888833735536666836223462442,1753968973941,1753969012658,1753969012739,,,,,38797
30713850042908787651499499529280502589152926561339714980179936181905751084182,1753968989005,1753969017608,1753969047875,1753969017701,1753969047875,,,58869
91325076609098750354228829704659648012915232443477133953958894103665353423822,1753968947913,1753968951334,1753968957475,1753968951386,1753968957475,,,9562
96936746248606130031814194490609572129664483832774570675589497751710809502032,1753968958467,1753968966368,1753968982521,1753968966411,1753968982521,,,24053
51837346964217764695576059035529466412442918713926808320585079797122466477587,1753968968819,1753968997462,1753968997503,,,,,28684
2922955327155239250661716609935634545307421953731460903520952333620707199407,1753968968804,1753968997584,1753968997622,,,,,28817
89099637542242167325959642597524808031912452894180048874327741926389665135977,1753968994183,1753969021583,1753969047509,1753969021653,1753969047509,,,53326
58088891624121311650180355637191474126384674935615080742030179041126562625625,1753968999231,1753969027827,1753969052728,1753969027965,1753969052728,,,53496
43619129571158987692195260865833211664410791807825590974004920803944396581323,1753968948185,1753968952522,1753968952582,,,,,4397
15927328106053004316643016914465525281012312595503937839370092480164248818571,1753968963603,1753968978051,1753969007034,1753968978324,1753969007034,,,43430
93916271389318450762055931827397430748855650076633089763951046747692164892372,1753968963654,1753968982595,1753969007034,1753968982658,1753969007034,,,43380
4920606187443168696625590172373957009536624151335575220981213034263915635681,1753968973910,1753969008713,1753969008937,,,,,35027
38975930337295787672254667141388601415634528180296207183294774036202311747696,1753968989021,1753969012924,1753969041433,1753969013081,1753969041433,,,52412
108888415110224940303387054313421679475676654238763601572422717025970753066505,1753968994124,1753969016388,1753969052879,1753969016437,1753969052879,,,58755
98342925592604776611844445516757059870982149870516476446390976397393149824917,1753968963625,1753968982595,1753969008092,1753968982658,1753969008092,,,44466
102775208398856704259882835660673708612034024735822581112400983726364376443391,1753968968799,1753968991519,1753968991590,,,,,22790
17879206504561814569379009287155259793846808203104943783264716247890420234983,1753968999258,1753969038157,1753969062585,1753969038319,1753969062585,,,63326
101887066363885034581651358488398252069346982476711547720210557095196180526506,1753968947923,1753968952522,1753968957475,1753968952582,1753968957475,,,9552
17328062240374244388641807822928432673025307521054635537808009760077327269818,1753968963665,1753968976495,1753969002521,1753968976589,1753969002521,,,38855
21596755804703636064073484914058876851630357304844338925535313050013466546164,1753968963655,1753968982595,1753969013081,1753968982658,1753969013081,,,49426
15861784255136336696136983090162800434273109420849300382610165414067549647762,1753968968816,1753968996371,1753969022976,1753968996407,1753969022976,,,54160
31282437846825096665568902075152014887595905614287980077080519645176353443641,1753968989064,1753969022843,1753969046414,1753969022984,1753969046414,,,57350
103886977120925187062991588813888859662010423716594060004366247652888244214335,1753968999293,1753969038157,1753969038319,,,,,39026
30051486678625811606945935959161070123729717199518167683092260246109165096915,1753968999317,1753969042824,1753969051658,1753969042953,1753969051658,,,52341
69551965943626530298920246609188716841414509316143169133635359818066589349485,1753968958499,1753968967453,1753968983045,1753968967495,1753968983045,,,24545
5122619702659003061562093665631463708646354360292421169794689988057015215656,1753968963677,1753968982595,1753969013081,1753968982658,1753969013081,,,49404
59735197684596508904919683328205820764373151212139580472879786077581913762224,1753968973933,1753969001377,1753969001419,,,,,27486
48956872053808568180478381184202110716523325140783808225775808091590452189307,1753968973855,1753969002607,1753969002656,,,,,28801
82670218786984189182068349866434214668123561850308526926630243751581083957813,1753968999219,1753969026391,1753969052728,1753969026437,1753969052728,,,53508
34522390185822790437003825094832036268340962012274276800859294608802469694137,1753968947996,1753968951334,1753968957589,1753968951386,1753968957589,,,9592
21110829545183924616968456137302117821615200283095503728505368655602297196505,1753968947935,1753968952649,1753968957589,1753968952754,1753968957589,,,9654
45274705481757331044322831320563083257125261202683130992200665158409336242239,1753968953406,1753968967554,1753968981429,1753968967618,1753968981429,,,28022
112699539681764852546078447630948797997689378672132692304021441818903952734451,1753968963701,1753968992717,1753969011482,1753968992834,1753969011482,,,47780
65418933404414088518915388113981889388960627082405688890932469453053607909436,1753968973905,1753969001377,1753969037765,1753969001419,1753969037765,,,63859
15607240444268551170258265098790115164023866102358639886950679682619922893539,1753968994131,1753969016388,1753969047509,1753969016437,1753969047509,,,53377
65220300171657076889826500223731944336591367988555027448786343898619339612445,1753968999242,1753969026391,1753969053219,1753969026437,1753969053219,,,53976
96313191167288728302856727509187975763124497920838557572410241413773429776655,1753968948073,1753968952649,1753968962919,1753968952754,1753968962919,,,14846
59297007724776475141092664712305187554193251662695174204967947071278274459945,1753968953391,1753968962554,1753968971407,1753968962638,1753968971407,,,18015
23940442201530133126086308501617544251900704685798383142584864229006777419098,1753968953399,1753968963038,1753968963182,,,,,9783
53072358287808166555332277548027371415662834796886721762261949275207474018929,1753968958476,1753968967554,1753968982521,1753968967618,1753968982521,,,24045
21788063085163015659240474185339336157728454913879848181465513191674110239330,1753968958528,1753968971370,1753968971407,,,,,12879
19633159290695435407147168258502429507970890085399602755529587048206797315638,1753968968751,1753968997584,1753969027965,1753968997622,1753969027965,,,59214
91327148041802925536416295118352513732464389244976410725349443521820776357238,1753968989003,1753969011426,1753969042953,1753969011482,1753969042953,,,53949
51660206688689656651570047317055561298078862033883109171966559093912752364713,1753968989055,1753969022843,1753969053219,1753969022984,1753969053219,,,64163
28762790924788066382566566321771088089502726364561838472912875966836205403776,1753968948079,1753968952649,1753968957475,1753968952754,1753968957475,,,9396
59670242450217984250863554528186633026790003823392467006827358404194879853480,1753968948226,1753968956346,1753968962919,1753968956391,1753968962919,,,14692
21306244948320049561207307108319906503308447437984940828615233941564604358964,1753968989013,1753969012924,1753969041433,1753969013081,1753969041433,,,52420
88272776256446153696460880776300010241606054806892950360114536236889235429369,1753968994127,1753969022823,1753969022976,,,,,28849
5749982047814282954263863573682304080942039126691368428200315512458390671475,1753968994112,1753969022823,1753969046414,1753969022976,1753969046414,,,52302
65547820035357233417216004943010142062430049324448252938875072660248654913729,1753968999218,1753969027827,1753969062585,1753969027965,1753969062585,,,63367
19340775167937927624763232112231840838955106230081902494100677740766947914212,1753968994183,1753969037770,1753969057492,1753969037945,1753969057492,,,63308
66250153928012877157383854159554505691472112248525550287435955543339790692089,1753968999319,1753969047593,1753969056346,1753969047638,1753969056346,,,57027
19064182771921963716841054097022844308568132164331364050103942947449267910302,1753968953408,1753968961550,1753968972495,1753968961642,1753968972495,,,19086
87583444572821803879058286142696928976072748993931127626613253681347910102182,1753968953420,1753968961550,1753968972495,1753968961642,1753968972495,,,19074
16262502655790886901719562021665422870870265153979311595595231914646678702202,1753968953430,1753968967453,1753968983045,1753968967495,1753968983045,,,29614
113372720876941930927842383354769363706290085111727384768445070474660646173185,1753968963694,1753968982468,1753969012739,1753968982521,1753969012739,,,49044
5803710948923426429992153478035656049820459365711604047963539004069915910537,1753968973907,1753969002478,1753969002521,,,,,28613
23071646439200111296083323895692248505482646228116276250515021243650376821022,1753968973953,1753969008713,1753969041433,1753969008937,1753969041433,,,67479
16691003743816157664547085458246173427112372236768170871996887821259700979824,1753968988967,1753969012924,1753969041433,1753969013081,1753969041433,,,52466
78604209252712070305255081665854730207982613454209015999036800143797532038330,1753968989015,1753969017608,1753969017701,,,,,28686
58906037194764718477378265214300826683269499969550842347604425125529760752277,1753968973854,1753969002478,1753969042662,1753969002521,1753969042662,,,68808
62113173524438308644273025904402303387315919251068265380307504353168990738186,1753968973866,1753969002607,1753969002656,,,,,28789
20329059590171238352787432445247820153415720682336356983984265873643382334761,1753968994152,1753969023663,1753969046414,1753969023811,1753969046414,,,52262
101565528397625865400359413331325318778999624285213578546425358821857915397088,1753968999290,1753969037687,1753969037765,,,,,38474
76066347012172891775649931748806311037936402236245867111978997235262410535759,1753968963693,1753968982468,1753969007034,1753968982521,1753969007034,,,43341
68705987364976792065399929547819384043145864961721097843323096466865909210393,1753968947960,1753968952649,1753968957475,1753968952754,1753968957475,,,9515
7323656208843348619764278590703065155103458972288475104296888512247478393507,1753968958530,1753968972456,1753968991590,1753968972495,1753968991590,,,33060
88801298713999699525128342520586271621526981000520325224183293477442401339178,1753968973866,1753969002478,1753969047638,1753969002521,1753969047638,,,73772
67305210827153100988877583881745183549875297929502401558778341400949726258786,1753968999242,1753969026391,1753969057634,1753969026437,1753969057634,,,58391
73781619035542803315673519066050026328171834865320725908335867893182033241116,1753968994168,1753969027587,1753969053219,1753969027640,1753969053219,,,59051
93745853763551463053935365711308950810233151444126396199892458052858832502103,1753968953350,1753968962554,1753968962638,,,,,9287
111662340776656440802337135759743423924665720149587456100153954575148383195737,1753968968734,1753968992654,1753969022984,1753968992722,1753969022984,,,54249
22648005948089207459282529485729799985150084044427951310001490981898006073621,1753968973904,1753969002826,1753969042527,1753969002980,1753969042527,,,68622
16222525703177874030714302066860792989964153495179421393078595000181247135152,1753968999275,1753969026391,1753969053219,1753969026437,1753969053219,,,53944
16296871265195435032946886651575924368807299456061555418994884323530250583821,1753968948066,1753968952431,1753968957589,1753968952490,1753968957589,,,9523
32891479528054792239642210463890367878685094114925370097477802882156734645556,1753968953414,1753968961550,1753968972619,1753968961642,1753968972619,,,19204
94730610278289721423752914246628656852094792583336103459391292419642994334699,1753968973915,1753969007892,1753969042953,1753969008092,1753969042953,,,69037
58596286486654155466862207414016224272544491760835906425317990567666584409850,1753968973937,1753969012658,1753969012739,,,,,38801
54350126281433385072115908032614271535305422876874131240086168935543378429273,1753968973947,1753969012658,1753969047875,1753969012739,1753969047875,,,73927
67126734745808890591088146193154439490795092637100096925701396356759031019919,1753968994197,1753969027478,1753969057634,1753969027518,1753969057634,,,63436
84968744038751355862686393808531419541761742406562790918660502304056408175331,1753968999221,1753969037770,1753969057878,1753969037945,1753969057878,,,58656
36227211965977811972299151137405910013704371679397217222433389858084507253570,1753968948055,1753968952522,1753968957767,1753968952582,1753968957767,,,9711
111073883538249521712415068372287349988991934669086541550652108410662206185352,1753968963674,1753968982468,1753969012739,1753968982521,1753969012739,,,49064
37580336407613386762125387691956811412523506213413960154319305699671591963518,1753968963647,1753968982595,1753969008092,1753968982658,1753969008092,,,44445
48101972172136282522134325869541140077656887389052608278073556465078617713524,1753968973847,1753969002478,1753969002521,,,,,28673
14411684087018039048239641213898561483530894779101372076445555561507149038300,1753968973864,1753969002607,1753969002656,,,,,28792
51035656521682056959510685780877503143453670804206634017049651330506973217348,1753968988974,1753969012507,1753969012563,,,,,23589
98029006041388908462355775219918480447604829256441174886980020330809762341106,1753968999266,1753969026391,1753969053219,1753969026437,1753969053219,,,53952
64683514897737874562331262794853817711005854100484222095028003063190064387131,1753968968732,1753968992654,1753969011482,1753968992722,1753969011482,,,42749
45592231019479494846325053334399319776783084999496565207697755375812276423877,1753968994146,1753969016388,1753969016437,,,,,22290
79078121727871505175743848060284425140254202213758709712943197525292601776688,1753968988986,1753969017608,1753969047509,1753969017701,1753969047509,,,58522
42546876295930955412689544581323196132671776245209208206756633014093896014934,1753968994156,1753969027587,1753969046414,1753969027640,1753969046414,,,52258
53364813843245256338130005279871177128480718588326288683082434688427990019638,1753968994165,1753969027587,1753969046414,1753969027640,1753969046414,,,52249
47933289268634704857492580831076330658752715073767088775633844451339236475608,1753968999308,1753969042483,1753969057878,1753969042527,1753969057878,,,58570
76876233795520523526233180294307871198705641256640870037671289657688440612326,1753968999275,1753969042610,1753969042662,,,,,43387
25091192339729662177022105650519282254483193380215188321152332715665496312890,1753968963702,1753968992654,1753969018010,1753968992722,1753969018010,,,54308
20997053538988701705814291857892533512620064658098173639807137014027833104829,1753968973894,1753969001377,1753969037765,1753969001419,1753969037765,,,63870
74829523872117420387987805249493146048724885307650024484761576121370429271981,1753968989009,1753969017608,1753969047509,1753969017701,1753969047509,,,58499
111087937491802930274562609193195027425238536351137158971102039225375354340345,1753968948004,1753968951334,1753968951386,,,,,3381
1803339130843867115750978908984794766013876831873157398266127914327327727483,1753968963645,1753968977528,1753969008937,1753968977614,1753969008937,,,45292
33855889960909624248674615637429192272785517248081425812473473040927882980115,1753968963645,1753968978051,1753969012739,1753968978324,1753969012739,,,49093
46671166633642749977482918749422653044050952629721423359819436957929765223331,1753968988993,1753969006792,1753969042953,1753969007034,1753969042953,,,53959
107936663666148935736264309945992319651877842767015307013240214400652427120949,1753968994162,1753969022823,1753969046414,1753969022976,1753969046414,,,52252
47568187024032224116936575932442659362229641611070000347657539636093965060956,1753968953396,1753968961550,1753968972619,1753968961642,1753968972619,,,19222
69122292070697866120859465065218641565788677670705756232006886661528211276308,1753968963699,1753968982468,1753968982521,,,,,18822
9160678729346691072727206408857453017113605549308728591626848543727944059012,1753968968736,1753968992717,1753969017524,1753968992834,1753969017524,,,48788
106130264162386238931984274084445061087791838189778468118086148626191049480917,1753968963693,1753968993323,1753969022984,1753968993454,1753969022984,,,59290
54606384210859484545768614456336652717773346041833514285497247958573340755503,1753968973909,1753969001377,1753969042662,1753969001419,1753969042662,,,68753
91084768329682630665443827305219877347324769643851449009915616772531706412336,1753968973886,1753969002478,1753969002521,,,,,28635
39234451652200128229610821877931809696498725738650167697902481903213371812091,1753968973849,1753969002826,1753969047638,1753969002980,1753969047638,,,73788
101847832513844483894678219411115455516275213891633456634888021514770335688418,1753968973908,1753969008029,1753969036596,1753969008231,1753969036596,,,62687
108898441403779971310957666077086204973704613488763361718965606721824362112620,1753968958557,1753968971370,1753968997884,1753968971407,1753968997884,,,39327
25005598207435620805980730743175551774056118796326797988038989418566855582170,1753968973912,1753969008029,1753969042953,1753969008231,1753969042953,,,69040
24904162370463335786723677805510731512474561144698139076630664982307756296166,1753968989031,1753969011426,1753969052879,1753969011482,1753969052879,,,63847
3494681154991148782741922807986807951499270302409484368967352896877552874534,1753968994183,1753969037770,1753969051658,1753969037945,1753969051658,,,57475
65860620286178697909306698750459287323234764856892488433866993628652794853200,1753968999259,1753969038157,1753969057492,1753969038319,1753969057492,,,58232
65836979232803397847947798288808267511127427243753386123252095684636810074579,1753968999296,1753969038157,1753969057492,1753969038319,1753969057492,,,58195
106120730529437349914395104702519234515410788743398271865392948815078836887704,1753968999314,1753969047593,1753969056346,1753969047638,1753969056346,,,57032
61987133341115203844849128203547604239785449477802439211291692725986438737273,1753968953405,1753968962554,1753968962638,,,,,9232
42641108090870776099523291336007587606415239774540731484108023384076043072744,1753968953433,1753968967453,1753968992834,1753968967495,1753968992834,,,39400
108120735230674966239701376956317991557702552437363629354247899646951086939519,1753968958486,1753968967738,1753968981429,1753968967879,1753968981429,,,22942
10640052117610370891627296595239082512754983181643420460503507593187816936715,1753968958551,1753968977707,1753969008092,1753968977861,1753969008092,,,49540
95691439807299931549452709610865538310469358304486366439221728749446550709816,1753968989009,1753969012924,1753969041433,1753969013081,1753969041433,,,52424
30509284386892541579757741614322068978973942896672368664809013147601225985609,1753968999247,1753969026391,1753969052728,1753969026437,1753969052728,,,53480
77853274165387760252787234326574623029553259926933284762698871969057861668177,1753968999265,1753969038157,1753969038319,,,,,39054
40721768865567525365569501789978071522875971731001983964063085068698646141520,1753968948014,1753968951334,1753968957475,1753968951386,1753968957475,,,9461
25428456860790013944284347449732884217053796887988718068869335002107247798890,1753968953377,1753968962730,1753968971407,1753968962919,1753968971407,,,18030
76734931142810684679427368515638056620479382381915691513342298895069212722429,1753968963671,1753968982595,1753969013081,1753968982658,1753969013081,,,49409
75587379300459050593191290702998094347434629406159532944430415266681671991107,1753968999285,1753969042610,1753969042662,,,,,43377
69633050405334268011658270002481283377150835138248675480124464862182570894371,1753968953376,1753968963038,1753968976589,1753968963182,1753968976589,,,23213
21555473969089874753158037260069651385461980781854331758916737586255335009829,1753968968750,1753968991519,1753969017701,1753968991590,1753969017701,,,48950
57802448628659110963124152375836322685217230397949395507332001958594467519724,1753968989065,1753969017476,1753969017524,,,,,28459
92905216767433408905612062463860142951059567291197406418647035349344226203821,1753968994179,1753969021583,1753969047509,1753969021653,1753969047509,,,53329
30205641602169203221856518003420776017180383250317438473339965395068001429469,1753968963626,1753968976495,1753968976589,,,,,12963
20017347304054293025908718400363584791447131606534436092388595717457905962328,1753968963670,1753968976495,1753969002521,1753968976589,1753969002521,,,38851
94337982823853452262593938132202325428264430986857350663643245644679733313270,1753968988993,1753969012507,1753969012563,,,,,23570
40582348275809261117213245959213634754428228458077671394039567397256995484000,1753968994130,1753969027587,1753969046414,1753969027640,1753969046414,,,52284
23958264614685116998320150440687552111668341231733073951727420993701423359222,1753968994173,1753969027478,1753969057634,1753969027518,1753969057634,,,63461
46666362322084690005970059159212398559726408958928701699574998184061650792540,1753968999256,1753969037687,1753969053219,1753969037765,1753969053219,,,53963
91241819897054031101155228910404765860948661717472486497620538804699197388475,1753968999314,1753969042824,1753969062585,1753969042953,1753969062585,,,63271
70960921428644112003409071856869168597420197976918934085029244952709253015717,1753968963615,1753968977528,1753968977614,,,,,13998
93025682199533366265431715164289680855332702977321903989645099388667969402784,1753968989049,1753969022843,1753969052728,1753969022984,1753969052728,,,63678
62818250030913105064046518024069799777536621959329035507032026118363301646647,1753968999297,1753969038157,1753969038319,,,,,39021
18866520199500684012154986822683782034051471599265742793017064703204653356737,1753968973895,1753969001377,1753969038319,1753969001419,1753969038319,,,64424
51358265140491836651640858391439381756776822204579024957102205291353288685367,1753968973864,1753969002607,1753969002656,,,,,28792
46314823490439257438915099754372461776897187122835548579002300591587413259067,1753968973933,1753969007892,1753969042953,1753969008092,1753969042953,,,69019
88797400940263230013122315750647976613906332804174818817159211206004831656179,1753968994125,1753969023663,1753969046414,1753969023811,1753969046414,,,52289
99053866369525819635981400517451796469966577847114756171075985608624134113109,1753968948070,1753968952522,1753968957475,1753968952582,1753968957475,,,9404
49009464552800248653477831476074576654147226925558373198135620524332527638805,1753968953406,1753968961550,1753968972619,1753968961642,1753968972619,,,19212
98190452421832955410825465457211043468218296274439876818653819353605736372654,1753968953301,1753968963038,1753968977614,1753968963182,1753968977614,,,24312
106426613301759837799309893603211547799860087597317423666534815653332783875507,1753968953433,1753968967453,1753968981429,1753968967495,1753968981429,,,27995
22426184610976465029817813382542429732834021081893893343101656105617804187483,1753968958516,1753968972586,1753968997503,1753968972619,1753968997503,,,38987
42461819042216499605236465703044115304512836553618126949379280427891385265030,1753968963667,1753968976495,1753969008231,1753968976589,1753969008231,,,44564
29114314245543598210044545863510318335849904035932745610365854816790103884750,1753968963624,1753968977528,1753969001419,1753968977614,1753969001419,,,37795
22683311898822493645425992126320628842480276520952887117816290378765744105551,1753968963645,1753968978051,1753969008092,1753968978324,1753969008092,,,44446
54600334991859311530060163903240192666409652380853812840783206652412055959003,1753968953325,1753968961550,1753968961642,,,,,8317
69549798768785715077027626246117056686539579791038770914984756966319010680603,1753968953371,1753968963038,1753968963182,,,,,9811
