EpochID,Total tx # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,63003.50000000000000000000000000000000000000000000000000000000,35436,35074,20061,1753332072534,1753332127929,1137.34631750834842023323290050029754638671875000000000000000
1,62341.50000000000000000000000000000000000000000000000000000000,32683,33364,25953,1753332135241,1753332190543,1127.30155751280744880205020308494567871093750000000000000000
